// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> Returning to the dorm, we changed to our jerseys.

//<0001> ジャージに着替えて、トレーニングの準備をする。
<0001> Having changed into our jerseys, we started the preparation for the training.

//<0002> nothing
<1563> 「いつでも好きに食えるように、ほら、やるよ」

//<1564> nothing
<1564> nothing

//<1565> nothing
<1565> nothing

//<1566> nothing
<1566> nothing

//<1567> nothing
<1567> nothing

//<1568> nothing
<1568> nothing

//<1569> nothing
<1569> nothing

//<1570> ポケットから適当に食券を俺の手のひらにばらばらと載せてくれる。
<1570> ポケットから適当に食券を俺の手のひらにばらばらと載せてくれる。

//<1571> Otonashi
<1571> Otonashi

//<1572> クソ坊主
<1572> クソ坊主

//<1573> 代理人
<1573> 代理人

//<1574> 微妙すぎるイケメン
<1574> 微妙すぎるイケメン

//<1575> ロリコン
<1575> ロリコン

//<1576> メガネ仲間
<1576> メガネ仲間

//<1577> 暗算日本記録保持者
<1577> 暗算日本記録保持者

//<1578> 通り魔
<1578> 通り魔

//<1579> 記憶ナシ男
<1579> 記憶ナシ男

//<1580> 音速
<1580> 音速

//<1581> 無限
<1581> 無限

//<1582> Horny Samurai
<1582> Horny Samurai

//<1583> Super Horny Squad Member 1
<1583> Super Horny Squad Member 1

//<1584> Horny Boy
<1584> Horny Boy

//<1585> Ugly Yuri
<1585> Ugly Yuri

//<1586> Depussy
<1586> Depussy

//<1587> Perverted American Dog
<1587> Perverted American Dog

//<1588> Zeus
<1588> Zeus

//<1589> Hinata mark II
<1589> Hinata mark II

//<1590> Dung Beetle
<1590> Dung Beetle

//<1591> Mass Produced Hinata
<1591> Mass Produced Hinata

//<1592> ？？
<1592> ？？

//<1593> 「ありがたい」
<1593> 「ありがたい」

//<1594> nothing
<1594> nothing

//<1595> nothing
<1595> nothing

//<1596> nothing
<1596> nothing

//<1597> nothing
<1597> nothing

//<1598> nothing
<1598> nothing

//<1599> Hinata
<1599> Hinata

//<1600> 男Ｂ
<1600> 男Ｂ

//<1601> Super Horny Squad Leader
<1601> Super Horny Squad Leader

//<1602> Handsome-chin
<1602> Handsome-chin

//<1603> Homota
<1603> Homota

//<1604> Hina-chin
<1604> Hina-chin

//<1605> Hideki
<1605> Hideki

//<1606> 男子生徒
<1606> 男子生徒

//<1607> ？？
<1607> ？？

//<1608> 「次のトルネードでは、ちゃんとたくさん拾えよ」
<1608> 「次のトルネードでは、ちゃんとたくさん拾えよ」

//<1609> Otonashi
<1609> Otonashi

//<1610> クソ坊主
<1610> クソ坊主

//<1611> 代理人
<1611> 代理人

//<1612> 微妙すぎるイケメン
<1612> 微妙すぎるイケメン

//<1613> ロリコン
<1613> ロリコン

//<1614> メガネ仲間
<1614> メガネ仲間

//<1615> 暗算日本記録保持者
<1615> 暗算日本記録保持者

//<1616> 通り魔
<1616> 通り魔

//<1617> 記憶ナシ男
<1617> 記憶ナシ男

//<1618> 音速
<1618> 音速

//<1619> 無限
<1619> 無限

//<1620> Horny Samurai
<1620> Horny Samurai

//<1621> Super Horny Squad Member 1
<1621> Super Horny Squad Member 1

//<1622> Horny Boy
<1622> Horny Boy

//<1623> Ugly Yuri
<1623> Ugly Yuri

//<1624> Depussy
<1624> Depussy

//<1625> Perverted American Dog
<1625> Perverted American Dog

//<1626> Zeus
<1626> Zeus

//<1627> Hinata mark II
<1627> Hinata mark II

//<1628> Dung Beetle
<1628> Dung Beetle

//<1629> Mass Produced Hinata
<1629> Mass Produced Hinata

//<1630> ？？
<1630> ？？

//<1631> 「ああ」
<1631> 「ああ」

//<1632> nothing
<1632> nothing

//<1633> nothing
<1633> nothing

//<1634> nothing
<1634> nothing

//<1635> nothing
<1635> nothing

//<1636> nothing
<1636> nothing

//<1637> nothing
<1637> nothing

//<1638> Otonashi
<1638> Otonashi

//<1639> クソ坊主
<1639> クソ坊主

//<1640> 代理人
<1640> 代理人

//<1641> 微妙すぎるイケメン
<1641> 微妙すぎるイケメン

//<1642> ロリコン
<1642> ロリコン

//<1643> メガネ仲間
<1643> メガネ仲間

//<1644> 暗算日本記録保持者
<1644> 暗算日本記録保持者

//<1645> 通り魔
<1645> 通り魔

//<1646> 記憶ナシ男
<1646> 記憶ナシ男

//<1647> 音速
<1647> 音速

//<1648> 無限
<1648> 無限

//<1649> Horny Samurai
<1649> Horny Samurai

//<1650> Super Horny Squad Member 1
<1650> Super Horny Squad Member 1

//<1651> Horny Boy
<1651> Horny Boy

//<1652> Ugly Yuri
<1652> Ugly Yuri

//<1653> Depussy
<1653> Depussy

//<1654> Perverted American Dog
<1654> Perverted American Dog

//<1655> Zeus
<1655> Zeus

//<1656> Hinata mark II
<1656> Hinata mark II

//<1657> Dung Beetle
<1657> Dung Beetle

//<1658> Mass Produced Hinata
<1658> Mass Produced Hinata

//<1659> ？？
<1659> ？？

//<1660> 「なあ、他の連中はどうしてるんだ?」
<1660> 「なあ、他の連中はどうしてるんだ?」

//<1661> 食べながら、訊いてみる。
<1661> 食べながら、訊いてみる。

//<1662> nothing
<1662> nothing

//<1663> nothing
<1663> nothing

//<1664> nothing
<1664> nothing

//<1665> nothing
<1665> nothing

//<1666> nothing
<1666> nothing

//<1667> Hinata
<1667> Hinata

//<1668> 男Ｂ
<1668> 男Ｂ

//<1669> Super Horny Squad Leader
<1669> Super Horny Squad Leader

//<1670> Handsome-chin
<1670> Handsome-chin

//<1671> Homota
<1671> Homota

//<1672> Hina-chin
<1672> Hina-chin

//<1673> Hideki
<1673> Hideki

//<1674> 男子生徒
<1674> 男子生徒

//<1675> ？？
<1675> ？？

//<1676> 「他の幹部か?」
<1676> 「他の幹部か?」

//<1677> Otonashi
<1677> Otonashi

//<1678> クソ坊主
<1678> クソ坊主

//<1679> 代理人
<1679> 代理人

//<1680> 微妙すぎるイケメン
<1680> 微妙すぎるイケメン

//<1681> ロリコン
<1681> ロリコン

//<1682> メガネ仲間
<1682> メガネ仲間

//<1683> 暗算日本記録保持者
<1683> 暗算日本記録保持者

//<1684> 通り魔
<1684> 通り魔

//<1685> 記憶ナシ男
<1685> 記憶ナシ男

//<1686> 音速
<1686> 音速

//<1687> 無限
<1687> 無限

//<1688> Horny Samurai
<1688> Horny Samurai

//<1689> Super Horny Squad Member 1
<1689> Super Horny Squad Member 1

//<1690> Horny Boy
<1690> Horny Boy

//<1691> Ugly Yuri
<1691> Ugly Yuri

//<1692> Depussy
<1692> Depussy

//<1693> Perverted American Dog
<1693> Perverted American Dog

//<1694> Zeus
<1694> Zeus

//<1695> Hinata mark II
<1695> Hinata mark II

//<1696> Dung Beetle
<1696> Dung Beetle

//<1697> Mass Produced Hinata
<1697> Mass Produced Hinata

//<1698> ？？
<1698> ？？

//<1699> 「ああ…苦っ!」
<1699> 「ああ…苦っ!」

//<1700> 噛む度にゴーヤの苦みが口の中に広がっていく。
<1700> 噛む度にゴーヤの苦みが口の中に広がっていく。

//<1701> nothing
<1701> nothing

//<1702> nothing
<1702> nothing

//<1703> nothing
<1703> nothing

//<1704> nothing
<1704> nothing

//<1705> nothing
<1705> nothing

//<1706> Hinata
<1706> Hinata

//<1707> 男Ｂ
<1707> 男Ｂ

//<1708> Super Horny Squad Leader
<1708> Super Horny Squad Leader

//<1709> Handsome-chin
<1709> Handsome-chin

//<1710> Homota
<1710> Homota

//<1711> Hina-chin
<1711> Hina-chin

//<1712> Hideki
<1712> Hideki

//<1713> 男子生徒
<1713> 男子生徒

//<1714> ？？
<1714> ？？

//<1715> 「そうだなあ…松下五段は森で柔道の特訓。柔道を習いたいなら松下五段を探すんだな」
<1715> 「そうだなあ…松下五段は森で柔道の特訓。柔道を習いたいなら松下五段を探すんだな」

//<1716> Otonashi
<1716> Otonashi

//<1717> クソ坊主
<1717> クソ坊主

//<1718> 代理人
<1718> 代理人

//<1719> 微妙すぎるイケメン
<1719> 微妙すぎるイケメン

//<1720> ロリコン
<1720> ロリコン

//<1721> メガネ仲間
<1721> メガネ仲間

//<1722> 暗算日本記録保持者
<1722> 暗算日本記録保持者

//<1723> 通り魔
<1723> 通り魔

//<1724> 記憶ナシ男
<1724> 記憶ナシ男

//<1725> 音速
<1725> 音速

//<1726> 無限
<1726> 無限

//<1727> Horny Samurai
<1727> Horny Samurai

//<1728> Super Horny Squad Member 1
<1728> Super Horny Squad Member 1

//<1729> Horny Boy
<1729> Horny Boy

//<1730> Ugly Yuri
<1730> Ugly Yuri

//<1731> Depussy
<1731> Depussy

//<1732> Perverted American Dog
<1732> Perverted American Dog

//<1733> Zeus
<1733> Zeus

//<1734> Hinata mark II
<1734> Hinata mark II

//<1735> Dung Beetle
<1735> Dung Beetle

//<1736> Mass Produced Hinata
<1736> Mass Produced Hinata

//<1737> ？？
<1737> ？？

//<1738> (…苦っ)
<1738> (…苦っ)

//<1739> nothing
<1739> nothing

//<1740> nothing
<1740> nothing

//<1741> nothing
<1741> nothing

//<1742> nothing
<1742> nothing

//<1743> nothing
<1743> nothing

//<1744> Hinata
<1744> Hinata

//<1745> 男Ｂ
<1745> 男Ｂ

//<1746> Super Horny Squad Leader
<1746> Super Horny Squad Leader

//<1747> Handsome-chin
<1747> Handsome-chin

//<1748> Homota
<1748> Homota

//<1749> Hina-chin
<1749> Hina-chin

//<1750> Hideki
<1750> Hideki

//<1751> 男子生徒
<1751> 男子生徒

//<1752> ？？
<1752> ？？

//<1753> 「椎名はレアキャラで、訓練している姿もほとんど見かけない。見つけたら、すぐ教えを請うことだな。情けない話だがあいつが戦線で一番強い」
<1753> 「椎名はレアキャラで、訓練している姿もほとんど見かけない。見つけたら、すぐ教えを請うことだな。情けない話だがあいつが戦線で一番強い」

//<1754> Otonashi
<1754> Otonashi

//<1755> クソ坊主
<1755> クソ坊主

//<1756> 代理人
<1756> 代理人

//<1757> 微妙すぎるイケメン
<1757> 微妙すぎるイケメン

//<1758> ロリコン
<1758> ロリコン

//<1759> メガネ仲間
<1759> メガネ仲間

//<1760> 暗算日本記録保持者
<1760> 暗算日本記録保持者

//<1761> 通り魔
<1761> 通り魔

//<1762> 記憶ナシ男
<1762> 記憶ナシ男

//<1763> 音速
<1763> 音速

//<1764> 無限
<1764> 無限

//<1765> Horny Samurai
<1765> Horny Samurai

//<1766> Super Horny Squad Member 1
<1766> Super Horny Squad Member 1

//<1767> Horny Boy
<1767> Horny Boy

//<1768> Ugly Yuri
<1768> Ugly Yuri

//<1769> Depussy
<1769> Depussy

//<1770> Perverted American Dog
<1770> Perverted American Dog

//<1771> Zeus
<1771> Zeus

//<1772> Hinata mark II
<1772> Hinata mark II

//<1773> Dung Beetle
<1773> Dung Beetle

//<1774> Mass Produced Hinata
<1774> Mass Produced Hinata

//<1775> ？？
<1775> ？？

//<1776> (…苦ーっ!)
<1776> (…苦ーっ!)

//<1777> nothing
<1777> nothing

//<1778> nothing
<1778> nothing

//<1779> nothing
<1779> nothing

//<1780> nothing
<1780> nothing

//<1781> nothing
<1781> nothing

//<1782> Hinata
<1782> Hinata

//<1783> 男Ｂ
<1783> 男Ｂ

//<1784> Super Horny Squad Leader
<1784> Super Horny Squad Leader

//<1785> Handsome-chin
<1785> Handsome-chin

//<1786> Homota
<1786> Homota

//<1787> Hina-chin
<1787> Hina-chin

//<1788> Hideki
<1788> Hideki

//<1789> 男子生徒
<1789> 男子生徒

//<1790> ？？
<1790> ？？

//<1791> 「ＴＫは校内のどこかでひたすら踊ってる。頼めばダンスを教えてくれるぜ?　戦いにはまったく関係ないスキルだけどな」
<1791> 「ＴＫは校内のどこかでひたすら踊ってる。頼めばダンスを教えてくれるぜ?　戦いにはまったく関係ないスキルだけどな」

//<1792> Otonashi
<1792> Otonashi

//<1793> クソ坊主
<1793> クソ坊主

//<1794> 代理人
<1794> 代理人

//<1795> 微妙すぎるイケメン
<1795> 微妙すぎるイケメン

//<1796> ロリコン
<1796> ロリコン

//<1797> メガネ仲間
<1797> メガネ仲間

//<1798> 暗算日本記録保持者
<1798> 暗算日本記録保持者

//<1799> 通り魔
<1799> 通り魔

//<1800> 記憶ナシ男
<1800> 記憶ナシ男

//<1801> 音速
<1801> 音速

//<1802> 無限
<1802> 無限

//<1803> Horny Samurai
<1803> Horny Samurai

//<1804> Super Horny Squad Member 1
<1804> Super Horny Squad Member 1

//<1805> Horny Boy
<1805> Horny Boy

//<1806> Ugly Yuri
<1806> Ugly Yuri

//<1807> Depussy
<1807> Depussy

//<1808> Perverted American Dog
<1808> Perverted American Dog

//<1809> Zeus
<1809> Zeus

//<1810> Hinata mark II
<1810> Hinata mark II

//<1811> Dung Beetle
<1811> Dung Beetle

//<1812> Mass Produced Hinata
<1812> Mass Produced Hinata

//<1813> ？？
<1813> ？？

//<1814> (…苦ーーっ!)
<1814> (…苦ーーっ!)

//<1815> nothing
<1815> nothing

//<1816> nothing
<1816> nothing

//<1817> nothing
<1817> nothing

//<1818> nothing
<1818> nothing

//<1819> nothing
<1819> nothing

//<1820> Hinata
<1820> Hinata

//<1821> 男Ｂ
<1821> 男Ｂ

//<1822> Super Horny Squad Leader
<1822> Super Horny Squad Leader

//<1823> Handsome-chin
<1823> Handsome-chin

//<1824> Homota
<1824> Homota

//<1825> Hina-chin
<1825> Hina-chin

//<1826> Hideki
<1826> Hideki

//<1827> 男子生徒
<1827> 男子生徒

//<1828> ？？
<1828> ？？

//<1829> 「高松は知的な外見だけど馬鹿だから、何もしてないだろう。精々眼鏡を磨いているだけだ。話すと馬鹿がうつるぞ」
<1829> 「高松は知的な外見だけど馬鹿だから、何もしてないだろう。精々眼鏡を磨いているだけだ。話すと馬鹿がうつるぞ」

//<1830> Otonashi
<1830> Otonashi

//<1831> クソ坊主
<1831> クソ坊主

//<1832> 代理人
<1832> 代理人

//<1833> 微妙すぎるイケメン
<1833> 微妙すぎるイケメン

//<1834> ロリコン
<1834> ロリコン

//<1835> メガネ仲間
<1835> メガネ仲間

//<1836> 暗算日本記録保持者
<1836> 暗算日本記録保持者

//<1837> 通り魔
<1837> 通り魔

//<1838> 記憶ナシ男
<1838> 記憶ナシ男

//<1839> 音速
<1839> 音速

//<1840> 無限
<1840> 無限

//<1841> Horny Samurai
<1841> Horny Samurai

//<1842> Super Horny Squad Member 1
<1842> Super Horny Squad Member 1

//<1843> Horny Boy
<1843> Horny Boy

//<1844> Ugly Yuri
<1844> Ugly Yuri

//<1845> Depussy
<1845> Depussy

//<1846> Perverted American Dog
<1846> Perverted American Dog

//<1847> Zeus
<1847> Zeus

//<1848> Hinata mark II
<1848> Hinata mark II

//<1849> Dung Beetle
<1849> Dung Beetle

//<1850> Mass Produced Hinata
<1850> Mass Produced Hinata

//<1851> ？？
<1851> ？？

//<1852> (…苦ーーーっ!)
<1852> (…苦ーーーっ!)

//<1853> nothing
<1853> nothing

//<1854> nothing
<1854> nothing

//<1855> nothing
<1855> nothing

//<1856> nothing
<1856> nothing

//<1857> nothing
<1857> nothing

//<1858> Hinata
<1858> Hinata

//<1859> 男Ｂ
<1859> 男Ｂ

//<1860> Super Horny Squad Leader
<1860> Super Horny Squad Leader

//<1861> Handsome-chin
<1861> Handsome-chin

//<1862> Homota
<1862> Homota

//<1863> Hina-chin
<1863> Hina-chin

//<1864> Hideki
<1864> Hideki

//<1865> 男子生徒
<1865> 男子生徒

//<1866> ？？
<1866> ？？

//<1867> 「ガルデモは午後は基本、ひたすら練習。午前中は岩沢が空き教室で作曲や作詞をしているが、あまり邪魔すんなよ?」
<1867> 「ガルデモは午後は基本、ひたすら練習。午前中は岩沢が空き教室で作曲や作詞をしているが、あまり邪魔すんなよ?」

//<1868> Otonashi
<1868> Otonashi

//<1869> クソ坊主
<1869> クソ坊主

//<1870> 代理人
<1870> 代理人

//<1871> 微妙すぎるイケメン
<1871> 微妙すぎるイケメン

//<1872> ロリコン
<1872> ロリコン

//<1873> メガネ仲間
<1873> メガネ仲間

//<1874> 暗算日本記録保持者
<1874> 暗算日本記録保持者

//<1875> 通り魔
<1875> 通り魔

//<1876> 記憶ナシ男
<1876> 記憶ナシ男

//<1877> 音速
<1877> 音速

//<1878> 無限
<1878> 無限

//<1879> Horny Samurai
<1879> Horny Samurai

//<1880> Super Horny Squad Member 1
<1880> Super Horny Squad Member 1

//<1881> Horny Boy
<1881> Horny Boy

//<1882> Ugly Yuri
<1882> Ugly Yuri

//<1883> Depussy
<1883> Depussy

//<1884> Perverted American Dog
<1884> Perverted American Dog

//<1885> Zeus
<1885> Zeus

//<1886> Hinata mark II
<1886> Hinata mark II

//<1887> Dung Beetle
<1887> Dung Beetle

//<1888> Mass Produced Hinata
<1888> Mass Produced Hinata

//<1889> ？？
<1889> ？？

//<1890> (…苦ーーーーっ!)
<1890> (…苦ーーーーっ!)

//<1891> nothing
<1891> nothing

//<1892> nothing
<1892> nothing

//<1893> nothing
<1893> nothing

//<1894> nothing
<1894> nothing

//<1895> nothing
<1895> nothing

//<1896> Hinata
<1896> Hinata

//<1897> 男Ｂ
<1897> 男Ｂ

//<1898> Super Horny Squad Leader
<1898> Super Horny Squad Leader

//<1899> Handsome-chin
<1899> Handsome-chin

//<1900> Homota
<1900> Homota

//<1901> Hina-chin
<1901> Hina-chin

//<1902> Hideki
<1902> Hideki

//<1903> 男子生徒
<1903> 男子生徒

//<1904> ？？
<1904> ？？

//<1905> 「野田はほっとけ」
<1905> 「野田はほっとけ」

//<1906> Otonashi
<1906> Otonashi

//<1907> クソ坊主
<1907> クソ坊主

//<1908> 代理人
<1908> 代理人

//<1909> 微妙すぎるイケメン
<1909> 微妙すぎるイケメン

//<1910> ロリコン
<1910> ロリコン

//<1911> メガネ仲間
<1911> メガネ仲間

//<1912> 暗算日本記録保持者
<1912> 暗算日本記録保持者

//<1913> 通り魔
<1913> 通り魔

//<1914> 記憶ナシ男
<1914> 記憶ナシ男

//<1915> 音速
<1915> 音速

//<1916> 無限
<1916> 無限

//<1917> Horny Samurai
<1917> Horny Samurai

//<1918> Super Horny Squad Member 1
<1918> Super Horny Squad Member 1

//<1919> Horny Boy
<1919> Horny Boy

//<1920> Ugly Yuri
<1920> Ugly Yuri

//<1921> Depussy
<1921> Depussy

//<1922> Perverted American Dog
<1922> Perverted American Dog

//<1923> Zeus
<1923> Zeus

//<1924> Hinata mark II
<1924> Hinata mark II

//<1925> Dung Beetle
<1925> Dung Beetle

//<1926> Mass Produced Hinata
<1926> Mass Produced Hinata

//<1927> ？？
<1927> ？？

//<1928> (…苦ーーーーーっ!)
<1928> (…苦ーーーーーっ!)

//<1929> nothing
<1929> nothing

//<1930> nothing
<1930> nothing

//<1931> nothing
<1931> nothing

//<1932> nothing
<1932> nothing

//<1933> nothing
<1933> nothing

//<1934> Hinata
<1934> Hinata

//<1935> 男Ｂ
<1935> 男Ｂ

//<1936> Super Horny Squad Leader
<1936> Super Horny Squad Leader

//<1937> Handsome-chin
<1937> Handsome-chin

//<1938> Homota
<1938> Homota

//<1939> Hina-chin
<1939> Hina-chin

//<1940> Hideki
<1940> Hideki

//<1941> 男子生徒
<1941> 男子生徒

//<1942> ？？
<1942> ？？

//<1943> 「と、こんなところだ」
<1943> 「と、こんなところだ」

//<1944> Otonashi
<1944> Otonashi

//<1945> クソ坊主
<1945> クソ坊主

//<1946> 代理人
<1946> 代理人

//<1947> 微妙すぎるイケメン
<1947> 微妙すぎるイケメン

//<1948> ロリコン
<1948> ロリコン

//<1949> メガネ仲間
<1949> メガネ仲間

//<1950> 暗算日本記録保持者
<1950> 暗算日本記録保持者

//<1951> 通り魔
<1951> 通り魔

//<1952> 記憶ナシ男
<1952> 記憶ナシ男

//<1953> 音速
<1953> 音速

//<1954> 無限
<1954> 無限

//<1955> Horny Samurai
<1955> Horny Samurai

//<1956> Super Horny Squad Member 1
<1956> Super Horny Squad Member 1

//<1957> Horny Boy
<1957> Horny Boy

//<1958> Ugly Yuri
<1958> Ugly Yuri

//<1959> Depussy
<1959> Depussy

//<1960> Perverted American Dog
<1960> Perverted American Dog

//<1961> Zeus
<1961> Zeus

//<1962> Hinata mark II
<1962> Hinata mark II

//<1963> Dung Beetle
<1963> Dung Beetle

//<1964> Mass Produced Hinata
<1964> Mass Produced Hinata

//<1965> ？？
<1965> ？？

//<1966> 「…か、幹部っていっても、色々なのが居るんだなぁ…苦っ!」
<1966> 「…か、幹部っていっても、色々なのが居るんだなぁ…苦っ!」

//<1967> ゴーヤの苦さに気を取られていて、Hinataの言葉に集中できなかった。
