// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<4833> nothing

//<4834> Hinata
<4834> Hinata

//<4835> 男B
<4835> 男B

//<4836> エロエロ団総帥
<4836> エロエロ団総帥

//<4837> イケチン
<4837> イケチン

//<4838> ホモ太
<4838> ホモ太

//<4839> ひなチン
<4839> ひなチン

//<4840> 秀樹
<4840> 秀樹

//<4841> 男子生徒
<4841> 男子生徒

//<4842> ？？
<4842> ？？

//<4843> 「えぇぇーー!」
<4843> 「Whaaaat!?」

//<4844> Otonashi
<4844> Otonashi

//<4845> クソ坊主
<4845> クソ坊主

//<4846> 代理人
<4846> 代理人

//<4847> 微妙すぎるイケメン
<4847> 微妙すぎるイケメン

//<4848> ロリコン
<4848> ロリコン

//<4849> メガネ仲間
<4849> メガネ仲間

//<4850> 暗算日本記録保持者
<4850> 暗算日本記録保持者

//<4851> 通り魔
<4851> 通り魔

//<4852> 記憶ナシ男
<4852> 記憶ナシ男

//<4853> 音速
<4853> 音速

//<4854> 無限
<4854> 無限

//<4855> エロ侍
<4855> エロ侍

//<4856> エロエロ団ナンバー１
<4856> エロエロ団ナンバー１

//<4857> ただのエロ少年
<4857> ただのエロ少年

//<4858> ユリブサイク
<4858> ユリブサイク

//<4859> ドピュッシー
<4859> ドピュッシー

//<4860> アメリカンエロドッグ
<4860> アメリカンエロドッグ

//<4861> ゼウス
<4861> ゼウス

//<4862> HinatamarkⅡ
<4862> HinatamarkⅡ

//<4863> 糞虫
<4863> 糞虫

//<4864> 量産型Hinata
<4864> 量産型Hinata

//<4865> ？？
<4865> ？？

//<4866> 「それはＯＫだ」
<4866> 「I'll at least allow that.」

//<4867> nothing
<4867> nothing

//<4868> nothing
<4868> nothing

//<4869> nothing
<4869> nothing

//<4870> nothing
<4870> nothing

//<4871> nothing
<4871> nothing

//<4872> Hinata
<4872> Hinata

//<4873> 男B
<4873> 男B

//<4874> エロエロ団総帥
<4874> エロエロ団総帥

//<4875> イケチン
<4875> イケチン

//<4876> ホモ太
<4876> ホモ太

//<4877> ひなチン
<4877> ひなチン

//<4878> 秀樹
<4878> 秀樹

//<4879> 男子生徒
<4879> 男子生徒

//<4880> ？？
<4880> ？？

//<4881> 「ええー!?　なんで?　ホワーイ!?」
<4881> 「Whaat!? Why? WHY!?」

//<4882> Otonashi
<4882> Otonashi

//<4883> クソ坊主
<4883> クソ坊主

//<4884> 代理人
<4884> 代理人

//<4885> 微妙すぎるイケメン
<4885> 微妙すぎるイケメン

//<4886> ロリコン
<4886> ロリコン

//<4887> メガネ仲間
<4887> メガネ仲間

//<4888> 暗算日本記録保持者
<4888> 暗算日本記録保持者

//<4889> 通り魔
<4889> 通り魔

//<4890> 記憶ナシ男
<4890> 記憶ナシ男

//<4891> 音速
<4891> 音速

//<4892> 無限
<4892> 無限

//<4893> エロ侍
<4893> エロ侍

//<4894> エロエロ団ナンバー１
<4894> エロエロ団ナンバー１

//<4895> ただのエロ少年
<4895> ただのエロ少年

//<4896> ユリブサイク
<4896> ユリブサイク

//<4897> ドピュッシー
<4897> ドピュッシー

//<4898> アメリカンエロドッグ
<4898> アメリカンエロドッグ

//<4899> ゼウス
<4899> ゼウス

//<4900> HinatamarkⅡ
<4900> HinatamarkⅡ

//<4901> 糞虫
<4901> 糞虫

//<4902> 量産型Hinata
<4902> 量産型Hinata

//<4903> ？？
<4903> ？？

//<4904> 「イツツ…それは駄目だ…」
<4904> 「Oww… That one's a no-go…」

//<4905> nothing
<4905> nothing

//<4906> nothing
<4906> nothing

//<4907> nothing
<4907> nothing

//<4908> nothing
<4908> nothing

//<4909> nothing
<4909> nothing

//<4910> Hinata
<4910> Hinata

//<4911> 男B
<4911> 男B

//<4912> エロエロ団総帥
<4912> エロエロ団総帥

//<4913> イケチン
<4913> イケチン

//<4914> ホモ太
<4914> ホモ太

//<4915> ひなチン
<4915> ひなチン

//<4916> 秀樹
<4916> 秀樹

//<4917> 男子生徒
<4917> 男子生徒

//<4918> ？？
<4918> ？？

//<4919> 「ええぇぇーー!」
<4919> 「Whaaat!?」

//<4920> Otonashi
<4920> Otonashi

//<4921> クソ坊主
<4921> クソ坊主

//<4922> 代理人
<4922> 代理人

//<4923> 微妙すぎるイケメン
<4923> 微妙すぎるイケメン

//<4924> ロリコン
<4924> ロリコン

//<4925> メガネ仲間
<4925> メガネ仲間

//<4926> 暗算日本記録保持者
<4926> 暗算日本記録保持者

//<4927> 通り魔
<4927> 通り魔

//<4928> 記憶ナシ男
<4928> 記憶ナシ男

//<4929> 音速
<4929> 音速

//<4930> 無限
<4930> 無限

//<4931> エロ侍
<4931> エロ侍

//<4932> エロエロ団ナンバー１
<4932> エロエロ団ナンバー１

//<4933> ただのエロ少年
<4933> ただのエロ少年

//<4934> ユリブサイク
<4934> ユリブサイク

//<4935> ドピュッシー
<4935> ドピュッシー

//<4936> アメリカンエロドッグ
<4936> アメリカンエロドッグ

//<4937> ゼウス
<4937> ゼウス

//<4938> HinatamarkⅡ
<4938> HinatamarkⅡ

//<4939> 糞虫
<4939> 糞虫

//<4940> 量産型Hinata
<4940> 量産型Hinata

//<4941> ？？
<4941> ？？

//<4942> 「それはＯＫだ」
<4942> 「That one's fine.」

//<4943> Yuri
<4943> Yuri

//<4944> 女生徒
<4944> 女生徒

//<4945> ？？
<4945> ？？

//<4946> 「そこのふたりー,静かにーー」
<4946> 「You two over there, quiet!」

//<4947> nothing
<4947> nothing

//<4948> nothing
<4948> nothing

//<4949> nothing
<4949> nothing

//<4950> nothing
<4950> nothing

//<4951> nothing
<4951> nothing

//<4952> Hinata
<4952> Hinata

//<4953> 男B
<4953> 男B

//<4954> エロエロ団総帥
<4954> エロエロ団総帥

//<4955> イケチン
<4955> イケチン

//<4956> ホモ太
<4956> ホモ太

//<4957> ひなチン
<4957> ひなチン

//<4958> 秀樹
<4958> 秀樹

//<4959> 男子生徒
<4959> 男子生徒

//<4960> ？？
<4960> ？？

//<4961> 「おっと,すまねぇ…で,何が起きてんだ」
<4961> 「Oops, sorry… So, what's going on?」

//<4962> nothing
<4962> nothing

//<4963> nothing
<4963> nothing

//<4964> nothing
<4964> nothing

//<4965> nothing
<4965> nothing

//<4966> nothing
<4966> nothing

//<4967> Yuri
<4967> Yuri

//<4968> 女生徒
<4968> 女生徒

//<4969> ？？
<4969> ？？

//<4970> 「答えはひとつしかない.Tenshiが現れたのよ」
<4970> 「There's only one answer. Tenshi is here.」

//<4971> 一同に衝撃が走る.
<4971> Everybody was shocked.

//<4972> Matsushita
<4972> Matsushita

//<4973> 「この中にか!?」
<4973> 「In here?」

//<4974> TK
<4974> TK

//<4975> 「
<4975> 「

//<4976> Just Wild Heaven
<4976> Just Wild Heaven

//<4977> …」
<4977> …」

//<4978> Shiina
<4978> Shiina

//<4979> 「A blunder…」
<4979> 「A blunder…」

//<4980> Otonashi
<4980> Otonashi

//<4981> クソ坊主
<4981> クソ坊主

//<4982> 代理人
<4982> 代理人

//<4983> 微妙すぎるイケメン
<4983> 微妙すぎるイケメン

//<4984> ロリコン
<4984> ロリコン

//<4985> メガネ仲間
<4985> メガネ仲間

//<4986> 暗算日本記録保持者
<4986> 暗算日本記録保持者

//<4987> 通り魔
<4987> 通り魔

//<4988> 記憶ナシ男
<4988> 記憶ナシ男

//<4989> 音速
<4989> 音速

//<4990> 無限
<4990> 無限

//<4991> エロ侍
<4991> エロ侍

//<4992> エロエロ団ナンバー１
<4992> エロエロ団ナンバー１

//<4993> ただのエロ少年
<4993> ただのエロ少年

//<4994> ユリブサイク
<4994> ユリブサイク

//<4995> ドピュッシー
<4995> ドピュッシー

//<4996> アメリカンエロドッグ
<4996> アメリカンエロドッグ

//<4997> ゼウス
<4997> ゼウス

//<4998> HinatamarkⅡ
<4998> HinatamarkⅡ

//<4999> 糞虫
<4999> 糞虫

//<5000> 量産型Hinata
<5000> 量産型Hinata

//<5001> ？？
<5001> ？？

//<5002> 「しかし,そんな…ギルドの連中は,仲間である俺たちを犠牲にするような真似をするのか!?」
<5002> 「But, it can't be… Is the Guild planning to sacrifice us, their allies!?」

//<5003> nothing
<5003> nothing

//<5004> nothing
<5004> nothing

//<5005> nothing
<5005> nothing

//<5006> nothing
<5006> nothing

//<5007> nothing
<5007> nothing

//<5008> Takamatsu
<5008> Takamatsu

//<5009> 「あなたはまだわかっていないようですね.何があろうと私たちは死ぬわけじゃない.死ぬ痛みは味わいますが」
<5009> 「It seems like you still haven't understood what's going on. No matter what happens to us, we don't die. We only experience the pain of death.」

//<5010> Otonashi
<5010> Otonashi

//<5011> クソ坊主
<5011> クソ坊主

//<5012> 代理人
<5012> 代理人

//<5013> 微妙すぎるイケメン
<5013> 微妙すぎるイケメン

//<5014> ロリコン
<5014> ロリコン

//<5015> メガネ仲間
<5015> メガネ仲間

//<5016> 暗算日本記録保持者
<5016> 暗算日本記録保持者

//<5017> 通り魔
<5017> 通り魔

//<5018> 記憶ナシ男
<5018> 記憶ナシ男

//<5019> 音速
<5019> 音速

//<5020> 無限
<5020> 無限

//<5021> エロ侍
<5021> エロ侍

//<5022> エロエロ団ナンバー１
<5022> エロエロ団ナンバー１

//<5023> ただのエロ少年
<5023> ただのエロ少年

//<5024> ユリブサイク
<5024> ユリブサイク

//<5025> ドピュッシー
<5025> ドピュッシー

//<5026> アメリカンエロドッグ
<5026> アメリカンエロドッグ

//<5027> ゼウス
<5027> ゼウス

//<5028> HinatamarkⅡ
<5028> HinatamarkⅡ

//<5029> 糞虫
<5029> 糞虫

//<5030> 量産型Hinata
<5030> 量産型Hinata

//<5031> ？？
<5031> ？？

//<5032> 「それがやなんだが…」
<5032> 「That's what I don't like…」

//<5033> nothing
<5033> nothing

//<5034> nothing
<5034> nothing

//<5035> nothing
<5035> nothing

//<5036> nothing
<5036> nothing

//<5037> nothing
<5037> nothing

//<5038> Takamatsu
<5038> Takamatsu

//<5039> 「ギルドの所在がばれ,陥落すれば銃弾の補充も壊れた武器の補填も利かなくなるんですよ?　それでどうやってTenshiと戦っていくというのです」
<5039> 「If the Guild's location is discovered, and is destroyed, replenishing our ammo and recovering the broken weapons would be impossible. If that happens, how are we supposed to fight against Tenshi?」

//<5040> Otonashi
<5040> Otonashi

//<5041> クソ坊主
<5041> クソ坊主

//<5042> 代理人
<5042> 代理人

//<5043> 微妙すぎるイケメン
<5043> 微妙すぎるイケメン

//<5044> ロリコン
<5044> ロリコン

//<5045> メガネ仲間
<5045> メガネ仲間

//<5046> 暗算日本記録保持者
<5046> 暗算日本記録保持者

//<5047> 通り魔
<5047> 通り魔

//<5048> 記憶ナシ男
<5048> 記憶ナシ男

//<5049> 音速
<5049> 音速

//<5050> 無限
<5050> 無限

//<5051> エロ侍
<5051> エロ侍

//<5052> エロエロ団ナンバー１
<5052> エロエロ団ナンバー１

//<5053> ただのエロ少年
<5053> ただのエロ少年

//<5054> ユリブサイク
<5054> ユリブサイク

//<5055> ドピュッシー
<5055> ドピュッシー

//<5056> アメリカンエロドッグ
<5056> アメリカンエロドッグ

//<5057> ゼウス
<5057> ゼウス

//<5058> HinatamarkⅡ
<5058> HinatamarkⅡ

//<5059> 糞虫
<5059> 糞虫

//<5060> 量産型Hinata
<5060> 量産型Hinata

//<5061> ？？
<5061> ？？

//<5062> 「つまり…ギルドの判断は正しいってことかよ…」
<5062> 「In other words… The Guild's decisions were for the better…」

//<5063> nothing
<5063> nothing

//<5064> nothing
<5064> nothing

//<5065> nothing
<5065> nothing

//<5066> nothing
<5066> nothing

//<5067> nothing
<5067> nothing

//<5068> Hinata
<5068> Hinata

//<5069> 男B
<5069> 男B

//<5070> エロエロ団総帥
<5070> エロエロ団総帥

//<5071> イケチン
<5071> イケチン

//<5072> ホモ太
<5072> ホモ太

//<5073> ひなチン
<5073> ひなチン

//<5074> 秀樹
<5074> 秀樹

//<5075> 男子生徒
<5075> 男子生徒

//<5076> ？？
<5076> ？？

//<5077> 「Yurippe,Tenshiを追うか?」
<5077> 「Yurippe, do we chase Tenshi?」

//<5078> nothing
<5078> nothing

//<5079> nothing
<5079> nothing

//<5080> nothing
<5080> nothing

//<5081> nothing
<5081> nothing

//<5082> Fujimaki
<5082> Fujimaki

//<5083> 「トラップが解除されてない中をかよっ」
<5083> 「But the traps are still active!」

//<5084> 戻ることを提言する
<5084> Suggest we go back

//<5085> 命令に従う
<5085> Follow orders

//<5086> selbtn : 
<5086> selbtn : 

//<5087> Otonashi
<5087> Otonashi

//<5088> クソ坊主
<5088> クソ坊主

//<5089> 代理人
<5089> 代理人

//<5090> 微妙すぎるイケメン
<5090> 微妙すぎるイケメン

//<5091> ロリコン
<5091> ロリコン

//<5092> メガネ仲間
<5092> メガネ仲間

//<5093> 暗算日本記録保持者
<5093> 暗算日本記録保持者

//<5094> 通り魔
<5094> 通り魔

//<5095> 記憶ナシ男
<5095> 記憶ナシ男

//<5096> 音速
<5096> 音速

//<5097> 無限
<5097> 無限

//<5098> エロ侍
<5098> エロ侍

//<5099> エロエロ団ナンバー１
<5099> エロエロ団ナンバー１

//<5100> ただのエロ少年
<5100> ただのエロ少年

//<5101> ユリブサイク
<5101> ユリブサイク

//<5102> ドピュッシー
<5102> ドピュッシー

//<5103> アメリカンエロドッグ
<5103> アメリカンエロドッグ

//<5104> ゼウス
<5104> ゼウス

//<5105> HinatamarkⅡ
<5105> HinatamarkⅡ

//<5106> 糞虫
<5106> 糞虫

//<5107> 量産型Hinata
<5107> 量産型Hinata

//<5108> ？？
<5108> ？？

//<5109> 「Tenshiはそのトラップでなんとかなるんだろっ,戻ろうぜっ!」
<5109> 「The traps will be enough! Let's go back!」

//<5110> Otonashi
<5110> Otonashi

//<5111> クソ坊主
<5111> クソ坊主

//<5112> 代理人
<5112> 代理人

//<5113> 微妙すぎるイケメン
<5113> 微妙すぎるイケメン

//<5114> ロリコン
<5114> ロリコン

//<5115> メガネ仲間
<5115> メガネ仲間

//<5116> 暗算日本記録保持者
<5116> 暗算日本記録保持者

//<5117> 通り魔
<5117> 通り魔

//<5118> 記憶ナシ男
<5118> 記憶ナシ男

//<5119> 音速
<5119> 音速

//<5120> 無限
<5120> 無限

//<5121> エロ侍
<5121> エロ侍

//<5122> エロエロ団ナンバー１
<5122> エロエロ団ナンバー１

//<5123> ただのエロ少年
<5123> ただのエロ少年

//<5124> ユリブサイク
<5124> ユリブサイク

//<5125> ドピュッシー
<5125> ドピュッシー

//<5126> アメリカンエロドッグ
<5126> アメリカンエロドッグ

//<5127> ゼウス
<5127> ゼウス

//<5128> HinatamarkⅡ
<5128> HinatamarkⅡ

//<5129> 糞虫
<5129> 糞虫

//<5130> 量産型Hinata
<5130> 量産型Hinata

//<5131> ？？
<5131> ？？

//<5132> 「俺の息もパクチー臭いしさ」
<5132> 「Also, my breath reeks of coriander.」

//<5133> Otonashi
<5133> Otonashi

//<5134> クソ坊主
<5134> クソ坊主

//<5135> 代理人
<5135> 代理人

//<5136> 微妙すぎるイケメン
<5136> 微妙すぎるイケメン

//<5137> ロリコン
<5137> ロリコン

//<5138> メガネ仲間
<5138> メガネ仲間

//<5139> 暗算日本記録保持者
<5139> 暗算日本記録保持者

//<5140> 通り魔
<5140> 通り魔

//<5141> 記憶ナシ男
<5141> 記憶ナシ男

//<5142> 音速
<5142> 音速

//<5143> 無限
<5143> 無限

//<5144> エロ侍
<5144> エロ侍

//<5145> エロエロ団ナンバー１
<5145> エロエロ団ナンバー１

//<5146> ただのエロ少年
<5146> ただのエロ少年

//<5147> ユリブサイク
<5147> ユリブサイク

//<5148> ドピュッシー
<5148> ドピュッシー

//<5149> アメリカンエロドッグ
<5149> アメリカンエロドッグ

//<5150> ゼウス
<5150> ゼウス

//<5151> HinatamarkⅡ
<5151> HinatamarkⅡ

//<5152> 糞虫
