// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<2727> Super Horny Squad Leader
<2727> Super Horny Squad Leader

//<2728> イケチン
<2728> イケチン

//<2729> ホモ太
<2729> ホモ太

//<2730> ひなチン
<2730> ひなチン

//<2731> 秀樹
<2731> 秀樹

//<2732> 男子生徒
<2732> 男子生徒

//<2733> ？？
<2733> ？？

//<2734> 「We got too excited…」
<2734> 「We got too excited…」

//<2735> Otonashi
<2735> Otonashi

//<2736> クソ坊主
<2736> クソ坊主

//<2737> 代理人
<2737> 代理人

//<2738> 微妙すぎるイケメン
<2738> 微妙すぎるイケメン

//<2739> ロリコン
<2739> ロリコン

//<2740> メガネ仲間
<2740> メガネ仲間

//<2741> 暗算日本記録保持者
<2741> 暗算日本記録保持者

//<2742> 通り魔
<2742> 通り魔

//<2743> 記憶ナシ男
<2743> 記憶ナシ男

//<2744> 音速
<2744> 音速

//<2745> 無限
<2745> 無限

//<2746> Horny Samurai
<2746> Horny Samurai

//<2747> Super Horny Squad Member 1
<2747> Super Horny Squad Member 1

//<2748> Horny Boy
<2748> Horny Boy

//<2749> ユリブサイク
<2749> ユリブサイク

//<2750> ドピュッシー
<2750> ドピュッシー

//<2751> アメリカンエロドッグ
<2751> アメリカンエロドッグ

//<2752> ゼウス
<2752> ゼウス

//<2753> HinatamarkⅡ
<2753> HinatamarkⅡ

//<2754> 糞虫
<2754> 糞虫

//<2755> 量産型Hinata
<2755> 量産型Hinata

//<2756> ？？
<2756> ？？

//<2757> 「だな…」
<2757> 「I guess we did…」

//<2758> nothing
<2758> nothing

//<2759> nothing
<2759> nothing

//<2760> nothing
<2760> nothing

//<2761> nothing
<2761> nothing

//<2762> nothing
<2762> nothing

//<2763> The two of us were giggling and squealing like little girls.
<2763> The two of us were giggling and squealing like little girls.

//<2764> none
<2764> none

//<2765> none
<2765> none

//<2766> none
<2766> none

//<2767> none
<2767> none

//<2768> 
<2768> 

//<2769> Otonashi
<2769> Otonashi

//<2770> クソ坊主
<2770> クソ坊主

//<2771> 代理人
<2771> 代理人

//<2772> 微妙すぎるイケメン
<2772> 微妙すぎるイケメン

//<2773> ロリコン
<2773> ロリコン

//<2774> メガネ仲間
<2774> メガネ仲間

//<2775> 暗算日本記録保持者
<2775> 暗算日本記録保持者

//<2776> 通り魔
<2776> 通り魔

//<2777> 記憶ナシ男
<2777> 記憶ナシ男

//<2778> 音速
<2778> 音速

//<2779> 無限
<2779> 無限

//<2780> Horny Samurai
<2780> Horny Samurai

//<2781> Super Horny Squad Member 1
<2781> Super Horny Squad Member 1

//<2782> Horny Boy
<2782> Horny Boy

//<2783> ユリブサイク
<2783> ユリブサイク

//<2784> ドピュッシー
<2784> ドピュッシー

//<2785> アメリカンエロドッグ
<2785> アメリカンエロドッグ

//<2786> ゼウス
<2786> ゼウス

//<2787> HinatamarkⅡ
<2787> HinatamarkⅡ

//<2788> 糞虫
<2788> 糞虫

//<2789> 量産型Hinata
<2789> 量産型Hinata

//<2790> ？？
<2790> ？？

//<2791> 「ふぅー…」
<2791> 「Phew…」

//<2792> nothing
<2792> nothing

//<2793> nothing
<2793> nothing

//<2794> nothing
<2794> nothing

//<2795> nothing
<2795> nothing

//<2796> nothing
<2796> nothing

//<2797> Hinata
<2797> Hinata

//<2798> 男Ｂ
<2798> 男Ｂ

//<2799> Super Horny Squad Leader
<2799> Super Horny Squad Leader

//<2800> イケチン
<2800> イケチン

//<2801> ホモ太
<2801> ホモ太

//<2802> ひなチン
<2802> ひなチン

//<2803> 秀樹
<2803> 秀樹

//<2804> 男子生徒
<2804> 男子生徒

//<2805> ？？
<2805> ？？

//<2806> 「はぁ…はぁ…じゃあ,これだけは受け取ってくれよなっ…」
<2806> 「Haa… Haa… Then, just take this…」

//<2807> Otonashi
<2807> Otonashi

//<2808> クソ坊主
<2808> クソ坊主

//<2809> 代理人
<2809> 代理人

//<2810> 微妙すぎるイケメン
<2810> 微妙すぎるイケメン

//<2811> ロリコン
<2811> ロリコン

//<2812> メガネ仲間
<2812> メガネ仲間

//<2813> 暗算日本記録保持者
<2813> 暗算日本記録保持者

//<2814> 通り魔
<2814> 通り魔

//<2815> 記憶ナシ男
<2815> 記憶ナシ男

//<2816> 音速
<2816> 音速

//<2817> 無限
<2817> 無限

//<2818> Horny Samurai
<2818> Horny Samurai

//<2819> Super Horny Squad Member 1
<2819> Super Horny Squad Member 1

//<2820> Horny Boy
<2820> Horny Boy

//<2821> ユリブサイク
<2821> ユリブサイク

//<2822> ドピュッシー
<2822> ドピュッシー

//<2823> アメリカンエロドッグ
<2823> アメリカンエロドッグ

//<2824> ゼウス
<2824> ゼウス

//<2825> HinatamarkⅡ
<2825> HinatamarkⅡ

//<2826> 糞虫
<2826> 糞虫

//<2827> 量産型Hinata
<2827> 量産型Hinata

//<2828> ？？
<2828> ？？

//<2829> 「ああ。ありがとな」
<2829> 「Yeah. Thanks.」

//<2830> nothing
<2830> nothing

//<2831> nothing
<2831> nothing

//<2832> nothing
<2832> nothing

//<2833> nothing
<2833> nothing

//<2834> nothing
<2834> nothing

//<2835> Hinata
<2835> Hinata

//<2836> 男Ｂ
<2836> 男Ｂ

//<2837> Super Horny Squad Leader
<2837> Super Horny Squad Leader

//<2838> イケチン
<2838> イケチン

//<2839> ホモ太
<2839> ホモ太

//<2840> ひなチン
<2840> ひなチン

//<2841> 秀樹
<2841> 秀樹

//<2842> 男子生徒
<2842> 男子生徒

//<2843> ？？
<2843> ？？

//<2844> 「You don't have to thank me.」
<2844> 「You don't have to thank me.」

//<2845> nothing
<2845> nothing

//<2846> nothing
<2846> nothing

//<2847> nothing
<2847> nothing

//<2848> nothing
<2848> nothing

//<2849> nothing
<2849> nothing

//<2850> Hinata
<2850> Hinata

//<2851> 男Ｂ
<2851> 男Ｂ

//<2852> Super Horny Squad Leader
<2852> Super Horny Squad Leader

//<2853> イケチン
<2853> イケチン

//<2854> ホモ太
<2854> ホモ太

//<2855> ひなチン
<2855> ひなチン

//<2856> 秀樹
<2856> 秀樹

//<2857> 男子生徒
<2857> 男子生徒

//<2858> ？？
<2858> ？？

//<2859> 「Well, do your best, Horny Boy. That's the only thing I can say to you.」
<2859> 「Well, do your best, Horny Boy. That's the only thing I can say to you.」

//<2860> nothing
<2860> nothing

//<2861> nothing
<2861> nothing

//<2862> nothing
<2862> nothing

//<2863> nothing
<2863> nothing

//<2864> nothing
<2864> nothing

//<2865> Hinata
<2865> Hinata

//<2866> 男Ｂ
<2866> 男Ｂ

//<2867> Super Horny Squad Leader
<2867> Super Horny Squad Leader

//<2868> イケチン
<2868> イケチン

//<2869> ホモ太
<2869> ホモ太

//<2870> ひなチン
<2870> ひなチン

//<2871> 秀樹
<2871> 秀樹

//<2872> 男子生徒
<2872> 男子生徒

//<2873> ？？
<2873> ？？

//<2874> 「Well, do your best. That's the only thing I can say to you.」
<2874> 「Well, do your best. That's the only thing I can say to you.」

//<2875> Otonashi
<2875> Otonashi

//<2876> クソ坊主
<2876> クソ坊主

//<2877> 代理人
<2877> 代理人

//<2878> 微妙すぎるイケメン
<2878> 微妙すぎるイケメン

//<2879> ロリコン
<2879> ロリコン

//<2880> メガネ仲間
<2880> メガネ仲間

//<2881> 暗算日本記録保持者
<2881> 暗算日本記録保持者

//<2882> 通り魔
<2882> 通り魔

//<2883> 記憶ナシ男
<2883> 記憶ナシ男

//<2884> 音速
<2884> 音速

//<2885> 無限
<2885> 無限

//<2886> Horny Samurai
<2886> Horny Samurai

//<2887> Super Horny Squad Member 1
<2887> Super Horny Squad Member 1

//<2888> Horny Boy
<2888> Horny Boy

//<2889> ユリブサイク
<2889> ユリブサイク

//<2890> ドピュッシー
<2890> ドピュッシー

//<2891> アメリカンエロドッグ
<2891> アメリカンエロドッグ

//<2892> ゼウス
<2892> ゼウス

//<2893> HinatamarkⅡ
<2893> HinatamarkⅡ

//<2894> 糞虫
<2894> 糞虫

//<2895> 量産型Hinata
<2895> 量産型Hinata

//<2896> ？？
<2896> ？？

//<2897> 「ああ」
<2897> 「Thanks.」

//<2898> nothing
<2898> nothing

//<2899> nothing
<2899> nothing

//<2900> nothing
<2900> nothing

//<2901> nothing
<2901> nothing

//<2902> nothing
<2902> nothing

//<2903> Hinata
<2903> Hinata

//<2904> 男Ｂ
<2904> 男Ｂ

//<2905> Super Horny Squad Leader
<2905> Super Horny Squad Leader

//<2906> イケチン
<2906> イケチン

//<2907> ホモ太
<2907> ホモ太

//<2908> ひなチン
<2908> ひなチン

//<2909> 秀樹
<2909> 秀樹

//<2910> 男子生徒
<2910> 男子生徒

//<2911> ？？
<2911> ？？

//<2912> 「じゃあ,これだけは受け取ってくれよ」
<2912> 「Then, just take this.」

//<2913> 握り拳を出してくる。
<2913> He thrusted his fist towards me.

//<2914> その下に手のひらを差し出す。
<2914> He opened his fist.

//<2915> 落ちてきたのは,大量の食券。
<2915> And then, a large amount of tickets fell.

//<2916> Otonashi
<2916> Otonashi

//<2917> クソ坊主
<2917> クソ坊主

//<2918> 代理人
<2918> 代理人

//<2919> 微妙すぎるイケメン
<2919> 微妙すぎるイケメン

//<2920> ロリコン
<2920> ロリコン

//<2921> メガネ仲間
<2921> メガネ仲間

//<2922> 暗算日本記録保持者
<2922> 暗算日本記録保持者

//<2923> 通り魔
<2923> 通り魔

//<2924> 記憶ナシ男
<2924> 記憶ナシ男

//<2925> 音速
<2925> 音速

//<2926> 無限
<2926> 無限

//<2927> Horny Samurai
<2927> Horny Samurai

//<2928> Super Horny Squad Member 1
<2928> Super Horny Squad Member 1

//<2929> Horny Boy
<2929> Horny Boy

//<2930> ユリブサイク
<2930> ユリブサイク

//<2931> ドピュッシー
<2931> ドピュッシー

//<2932> アメリカンエロドッグ
<2932> アメリカンエロドッグ

//<2933> ゼウス
<2933> ゼウス

//<2934> HinatamarkⅡ
<2934> HinatamarkⅡ

//<2935> 糞虫
<2935> 糞虫

//<2936> 量産型Hinata
<2936> 量産型Hinata

//<2937> ？？
<2937> ？？

//<2938> 「助かる…」
<2938> 「Thanks…」

//<2939> Hinataなりの餞別,ということだろう。
<2939> This must be Hinata's way of saying goodbye.

//<2940> ありがたく受け取っておく。
<2940> I took it with thanks.

//<2941> nothing
<2941> nothing

//<2942> nothing
<2942> nothing

//<2943> nothing
<2943> nothing

//<2944> nothing
<2944> nothing

//<2945> nothing
<2945> nothing

//<2946> Hinata
<2946> Hinata

//<2947> 男Ｂ
<2947> 男Ｂ

//<2948> Super Horny Squad Leader
<2948> Super Horny Squad Leader

//<2949> イケチン
<2949> イケチン

//<2950> ホモ太
<2950> ホモ太

//<2951> ひなチン
<2951> ひなチン

//<2952> 秀樹
<2952> 秀樹

//<2953> 男子生徒
<2953> 男子生徒

//<2954> ？？
<2954> ？？

//<2955> 「ああっ…頑張れよなっ…」
<2955> 「Yeah… Do your best…」

//<2956> nothing
<2956> nothing

//<2957> nothing
<2957> nothing

//<2958> nothing
<2958> nothing

//<2959> nothing
<2959> nothing

//<2960> nothing
<2960> nothing

//<2961> Hinata
<2961> Hinata

//<2962> 男Ｂ
<2962> 男Ｂ

//<2963> Super Horny Squad Leader
<2963> Super Horny Squad Leader

//<2964> イケチン
<2964> イケチン

//<2965> ホモ太
<2965> ホモ太

//<2966> ひなチン
<2966> ひなチン

//<2967> 秀樹
<2967> 秀樹

//<2968> 男子生徒
<2968> 男子生徒

//<2969> ？？
<2969> ？？

//<2970> 「ああ,頑張れよな」
<2970> 「Yeah, do your best.」

//<2971> Hinataと一緒に行動する
<2971> Act with Hinata

//<2972> ひとりで行動する
<2972> Act alone

//<2973> selbtn : 
<2973> selbtn : 

//<2974> Otonashi
<2974> Otonashi

//<2975> クソ坊主
<2975> クソ坊主

//<2976> 代理人
<2976> 代理人

//<2977> 微妙すぎるイケメン
<2977> 微妙すぎるイケメン

//<2978> ロリコン
<2978> ロリコン

//<2979> メガネ仲間
<2979> メガネ仲間

//<2980> 暗算日本記録保持者
<2980> 暗算日本記録保持者

//<2981> 通り魔
<2981> 通り魔

//<2982> 記憶ナシ男
<2982> 記憶ナシ男

//<2983> 音速
<2983> 音速

//<2984> 無限
<2984> 無限

//<2985> Horny Samurai
<2985> Horny Samurai

//<2986> Super Horny Squad Member 1
<2986> Super Horny Squad Member 1

//<2987> Horny Boy
<2987> Horny Boy

//<2988> ユリブサイク
<2988> ユリブサイク

//<2989> ドピュッシー
<2989> ドピュッシー

//<2990> アメリカンエロドッグ
<2990> アメリカンエロドッグ

//<2991> ゼウス
<2991> ゼウス

//<2992> HinatamarkⅡ
<2992> HinatamarkⅡ

//<2993> 糞虫
<2993> 糞虫

//<2994> 量産型Hinata
<2994> 量産型Hinata

//<2995> ？？
<2995> ？？

//<2996> 「Hinataのトレーニングに付き合ってもいいかな」
<2996> 「I want to join your training, Hinata.」

//<2997> nothing
<2997> nothing

//<2998> nothing
<2998> nothing

//<2999> nothing
<2999> nothing

//<3000> nothing
<3000> nothing

//<3001> nothing
<3001> nothing

//<3002> Hinata
<3002> Hinata

//<3003> 男Ｂ
<3003> 男Ｂ

//<3004> Super Horny Squad Leader
<3004> Super Horny Squad Leader

//<3005> イケチン
<3005> イケチン

//<3006> ホモ太
<3006> ホモ太

//<3007> ひなチン
<3007> ひなチン

//<3008> 秀樹
<3008> 秀樹

//<3009> 男子生徒
<3009> 男子生徒

//<3010> ？？
<3010> ？？

//<3011> 「ああ,いいぜ」
<3011> 「Yeah, go ahead.」

//<3012> 快諾してくれて,嬉しくなる。
<3012> He accepted immediately, which made me happy.

//<3013> nothing
<3013> nothing

//<3014> nothing
<3014> nothing

//<3015> nothing
<3015> nothing

//<3016> nothing
<3016> nothing

//<3017> nothing
<3017> nothing

//<3018> Hinata
<3018> Hinata

//<3019> 男Ｂ
<3019> 男Ｂ

//<3020> Super Horny Squad Leader
<3020> Super Horny Squad Leader

//<3021> イケチン
<3021> イケチン

//<3022> ホモ太
<3022> ホモ太

//<3023> ひなチン
<3023> ひなチン

//<3024> 秀樹
<3024> 秀樹

//<3025> 男子生徒
<3025> 男子生徒

//<3026> ？？
<3026> ？？

//<3027> 「ああ,いいぜ!」
<3027> 「Yeah, of course!」

//<3028> あまりの快諾ぶりに,恐怖を覚えてしまう…
<3028> He accepted my offer so readily, that it was starting to scare me…

//<3029> 10_日向
<3029> 10_日向

//<3030> _01
<3030> _01

//<3031> たった数日とはいえ,これまでもひとりで何とかやってこれた。
<3031> I did well alone for a few days.

//<3032> Hinataの手を借りることなくやっていこう。
<3032> Let's not rely on Hinata too much.

//<3033> Otonashi
<3033> Otonashi

//<3034> クソ坊主
<3034> クソ坊主

//<3035> 代理人
<3035> 代理人

//<3036> 微妙すぎるイケメン
<3036> 微妙すぎるイケメン

//<3037> ロリコン
<3037> ロリコン

//<3038> メガネ仲間
<3038> メガネ仲間

//<3039> 暗算日本記録保持者
<3039> 暗算日本記録保持者

//<3040> 通り魔
<3040> 通り魔

//<3041> 記憶ナシ男
<3041> 記憶ナシ男

//<3042> 音速
<3042> 音速

//<3043> 無限
<3043> 無限

//<3044> Horny Samurai
<3044> Horny Samurai

//<3045> Super Horny Squad Member 1
<3045> Super Horny Squad Member 1

//<3046> Horny Boy
<3046> Horny Boy

//<3047> ユリブサイク
<3047> ユリブサイク

//<3048> ドピュッシー
<3048> ドピュッシー

//<3049> アメリカンエロドッグ
<3049> アメリカンエロドッグ

//<3050> ゼウス
<3050> ゼウス

//<3051> HinatamarkⅡ
<3051> HinatamarkⅡ

//<3052> 糞虫
<3052> 糞虫

//<3053> 量産型Hinata
<3053> 量産型Hinata

//<3054> ？？
<3054> ？？

//<3055> 「今日もひとりで動くよ」
<3055> 「I'll act alone for today as well.」

//<3056> nothing
<3056> nothing

//<3057> nothing
<3057> nothing

//<3058> nothing
<3058> nothing

//<3059> nothing
<3059> nothing

//<3060> nothing
<3060> nothing

//<3061> Hinata
<3061> Hinata

//<3062> 男Ｂ
<3062> 男Ｂ

//<3063> Super Horny Squad Leader
<3063> Super Horny Squad Leader

//<3064> イケチン
<3064> イケチン

//<3065> ホモ太
<3065> ホモ太

//<3066> ひなチン
<3066> ひなチン

//<3067> 秀樹
<3067> 秀樹

//<3068> 男子生徒
<3068> 男子生徒

//<3069> ？？
<3069> ？？

//<3070> 「おお,立派だねぇー。もうひとりでいける!って自信ついちゃったんだー」
<3070> 「Oh, you're a big boy now. Did you gain the confidence to act alone?」

//<3071> Otonashi
<3071> Otonashi

//<3072> クソ坊主
<3072> クソ坊主

//<3073> 代理人
<3073> 代理人

//<3074> 微妙すぎるイケメン
<3074> 微妙すぎるイケメン

//<3075> ロリコン
<3075> ロリコン

//<3076> メガネ仲間
<3076> メガネ仲間
